Name,Position,Age,OVR,Speed,Fatigue,PassAccuracy,Acceleration,Strength,Reactions
Sondre Flem Bjørshol,RB,30,67,76,80,61,77,72,61
Jérémy Blasco,CB,25,67,66,82,68,65,79,60
Roberto Bochi,CDM,34,67,66,70,73,59,55,70
Rodrigo Bogarín,CAM,27,67,76,58,67,66,73,62
Marc Bola,LB,26,67,74,78,60,73,71,62
Marcos Bolados,RW,28,67,80,56,62,80,59,61
Bendegúz Bolla,RB,24,67,77,75,63,79,63,65
Moïse Bombito,CB,24,67,90,62,66,92,73,63
Nicholas Bonfanti,ST,22,67,71,66,60,71,66,68
Leonel Bontempo,LB,31,67,71,78,60,72,48,61
Gui Guedes,CM,22,67,64,60,70,68,56,63
Benjamin Bouchouari,CM,22,67,60,68,73,68,50,68
Khalid Boutaïb,ST,37,67,43,64,66,57,88,66
Amine Boutrah,LM,23,67,90,64,66,84,58,62
Robbie Brady,LB,32,67,60,62,72,63,62,65
Pedro Brazão,RM,21,67,76,67,64,74,40,65
Michael Breij,RW,27,67,76,72,66,69,60,69
Rhian Brewster,ST,24,67,76,62,61,77,64,66
Nicolò Brighenti,CB,35,67,69,70,59,71,75,68
Jake Brimmer,CAM,26,67,66,86,68,67,62,65
Brandt Bronico,CM,29,67,67,78,72,66,70,63
Luuk Brouwers,CAM,26,67,61,78,72,66,73,63
Ciaron Brown,CB,26,67,68,72,60,63,76,64
Buatu,CB,30,67,51,66,62,61,82,59
Constantin Budescu,LW,35,67,32,33,76,48,62,71
Gonzalo Bueno,LW,31,67,76,58,66,76,63,52
Oliver Bundgaard,LB,23,67,85,68,63,82,59,61
Filip Bundgaard,ST,20,67,74,59,67,75,54,68
Guillermo Burdisso,CB,35,67,31,52,61,33,83,60
Valentín Burgoa,CAM,24,67,75,62,65,79,57,65
Esteban Burgos,CB,32,67,50,83,60,51,86,67
Graham Burke,LW,30,67,58,72,66,68,56,63
Oliver Burke,RM,27,67,88,68,63,85,80,66
Oriol Busquets,CDM,25,67,35,67,71,37,70,64
Butzke,ST,25,67,71,53,60,72,67,61
Zico Buurmeester,CM,22,67,55,77,70,67,66,66
Elvin Cafarquliyev,LB,23,67,71,63,62,73,61,67
Ousmane Camara,CB,21,67,38,65,65,35,88,63
Ibrahima Camará,CDM,25,67,55,65,68,55,76,63
Alfred Canales,CM,24,67,63,76,71,71,63,67
Jhonatan Candia,ST,29,67,71,51,65,65,70,62
Mihai Căpățînă,RB,28,67,67,83,68,67,67,66
Alessandro Capello,ST,28,67,80,73,59,75,65,62
Nicolas Capraro,CB,26,67,71,83,67,71,74,60
Wagner Pina,RM,21,67,76,73,64,77,58,69
André Sousa,CM,34,67,55,72,68,67,74,67
Julio Cascante,CB,30,67,58,57,64,56,77,65
Dan Casey,CB,26,67,52,70,60,51,79,64
Enzo Castillo,LB,23,67,69,67,58,69,67,54
Jesus Castillo,CDM,28,67,63,66,69,59,66,66
Jesús Castillo,CDM,23,67,52,66,75,61,73,60
David Castro,CB,28,67,61,79,62,64,84,56
Yoann Cathline,LM,22,67,84,69,63,75,50,64
Cristian Cauz,CB,28,67,81,58,60,68,70,65
Tomás Cavanagh,LB,23,67,86,80,61,77,55,59
Cayarga,LM,27,67,76,64,62,80,65,64
José Luis Cazares,CDM,33,67,67,71,65,71,70,64
Joseph Ceesay,RM,26,67,93,76,58,91,77,62
Alberto Cerri,ST,28,67,44,59,55,34,91,60
Edwin Cerrillo,CDM,23,67,59,74,73,67,70,64
Boris Cespedes,CDM,29,67,66,73,68,67,70,66
Daniel Chacón,CB,23,67,64,62,65,60,62,64
Moutir Chajia,LM,26,67,77,31,70,72,34,67
Shea Charles,CDM,20,67,62,66,70,56,73,64
Yevgen Cheberko,CB,26,67,69,70,67,67,68,65
Samir Chergui,CB,25,67,47,37,68,57,73,66
Lallianzuala Chhangte,RW,27,67,84,85,64,90,57,58
Riccardo Chiarello,CAM,30,67,68,76,72,67,54,65
Daniel Chima Chukwu,ST,33,67,67,77,58,54,87,58
Alexandru Chipciu,LM,35,67,68,82,67,69,64,65
Jeyson Chura,RM,22,67,92,66,60,84,51,60
Jonathan Cissé,CB,27,67,65,66,53,64,90,61
Clemente,CB,25,67,68,72,68,68,70,68
Denilho Cleonise,RM,22,67,90,61,63,86,56,57
Zach Clough,LM,29,67,65,79,66,72,59,64
James Collins,ST,33,67,54,74,63,51,82,67
Archie Collins,CDM,25,67,74,90,67,69,64,66
Rubin Colwill,CAM,22,67,68,59,70,64,73,61
Luca Connell,CDM,23,67,63,82,67,68,61,66
Jomaine Consbruch,CAM,22,67,70,72,69,76,33,64
Christian Conteh,RW,25,67,93,72,54,94,52,65
Sirlord Conteh,ST,28,67,92,72,62,94,59,68
Nicolás Contin,ST,28,67,77,59,57,64,84,62
Alberto Contrera,CAM,32,67,76,67,71,65,67,59
Mauro Coppolaro,CB,27,67,69,72,60,67,78,63
Gabriele Corbo,CB,24,67,59,61,64,52,73,66
Marius Corbu,CAM,22,67,67,67,69,70,58,67
Harry Cornick,ST,29,67,80,70,64,79,65,68
Niccolò Corrado,LM,24,67,67,65,69,68,58,67
Lincoln,ST,23,67,72,57,63,73,75,63
Patrick Andrade,CDM,31,67,67,62,69,68,64,66
Luciano Cosentino,RW,23,67,84,77,64,73,37,65
Marcel Costly,RB,28,67,92,90,61,84,69,57
Guillermo Cotugno,CB,29,67,52,60,60,52,76,55
Ismaila Coulibaly,CM,23,67,81,80,68,72,63,66
Hayden Coulson,LB,26,67,75,68,59,78,58,64
Benjamin Cremaschi,CM,19,67,75,60,69,73,59,60
Alexandru Crețu,CDM,32,67,54,71,65,53,85,65
Iulian Cristea,CB,30,67,74,75,60,70,76,64
Domen Črnigoj,CM,28,67,72,74,69,71,73,70
Daniel Crowley,CAM,27,67,76,83,68,78,34,65
Christopher Cvetko,CM,27,67,55,87,67,66,74,69
Luca D'Andrea,RM,20,67,75,57,68,79,54,63
João Gamboa,CDM,28,67,66,80,68,63,75,63
Alessio Da Cruz,ST,27,67,68,53,63,73,65,65
Felipe Augusto,ST,20,67,72,61,57,69,75,70
Show,CDM,25,67,61,66,68,65,66,66
Cristian Dájome,LM,30,67,80,82,63,82,69,62
Wessel Dammers,CB,29,67,53,72,60,63,75,62
Fabio Daprelà,CB,33,67,69,76,64,61,82,65
Tendayi Darikwa,RB,32,67,86,76,62,82,74,60
Simone Davi,LB,24,67,84,76,64,82,60,61
Isaak Davies,ST,22,67,83,61,60,82,57,67
Brian De Keersmaecker,CDM,24,67,80,77,74,72,68,62
Luis de la Cruz,CDM,33,67,71,80,66,69,65,60
Erik De Los Santos,RM,25,67,77,80,72,77,55,55
Sebastian De Maio,CB,37,67,41,45,62,39,80,61
Dion De Neve,LM,23,67,82,71,56,79,30,63
Nicolas De Préville,ST,33,67,75,66,67,69,64,65
Gabriel Debeljuh,ST,27,67,60,72,60,59,83,66
Yusuf Demir,RM,21,67,77,52,65,81,42,60
Deng Hanwen,RB,29,67,82,82,59,83,65,63
Halil İbrahim Dervişoğlu,ST,24,67,72,66,70,74,59,58
Enis Destan,ST,22,67,68,69,64,67,70,67
Fousseni Diabaté,RW,28,67,84,62,64,85,42,63
Bambo Diaby,CB,26,67,71,55,62,61,91,64
Abdoulaye Diaby,CB,24,67,67,68,56,54,93,64
Lamine Diack,CDM,23,67,76,82,68,75,73,60
Djibril Diani,CDM,26,67,67,77,68,55,87,58
Mahamadou Diawara,CM,19,67,69,65,74,65,74,64
Matisse Didden,CB,22,67,58,68,65,49,88,63
Dejan Djokic,ST,23,67,68,65,61,69,64,67
Greg Docherty,CM,28,67,68,87,68,67,78,66
Maciej Domański,CAM,34,67,67,92,68,71,57,69
Mehdi Dorval,RB,23,67,74,80,64,72,59,63
David Douline,CDM,31,67,38,82,67,53,70,61
Stefan Dražić,ST,32,67,67,71,61,62,72,69
Bryce Duke,CAM,23,67,66,67,72,70,57,64
Kyle Duncan,RB,27,67,84,79,53,82,66,52
Chey Dunkley,CB,32,67,48,73,55,50,87,65
Pierre Dwomoh,CM,20,67,72,71,74,73,72,66
Patryk Dziczek,CDM,26,67,55,60,70,59,73,64
Santiago Echeverría,CB,34,67,53,51,52,55,84,63
Joe Edwards,RB,33,67,66,89,64,67,71,61
Amine El Ouazzani,ST,23,67,64,73,68,65,67,51
Juergen Elitim,CM,26,67,80,74,74,78,51,64
Dimitrios Emmanouilidis,LM,23,67,84,62,62,85,59,54
Mahir Emreli,ST,27,67,76,73,59,76,74,49
Doğan Erdoğan,CDM,28,67,46,69,69,68,71,66
Onur Ergün,CDM,31,67,53,72,66,60,73,67
August Erlingmark,CDM,26,67,69,75,65,56,73,65
Pablo Erustes,ST,30,67,72,69,59,71,61,65
Anderson Esiti,CDM,30,67,48,65,68,57,85,58
Mustafa Eskihellaç,RM,27,67,86,73,62,87,56,60
Dani Tasende,LB,24,67,69,70,70,73,44,64
Derrick Etienne Jr.,LM,27,67,80,71,65,83,61,63
Lee Evans,CM,30,67,51,81,68,53,80,68
Ched Evans,ST,35,67,49,62,62,55,82,65
Noah Fadiga,RB,24,67,84,70,65,81,61,59
Diego Falcinelli,ST,33,67,42,43,64,55,70,68
Akin Famewo,CB,25,67,69,69,53,70,87,63
Marco Farfan,LB,25,67,70,75,65,70,64,66
Gonçalo Costa,LB,24,67,77,73,41,75,56,59
Jacob Farrell,LB,21,67,61,82,51,67,79,67
Mohamed Farsi,RM,24,67,83,73,65,83,50,60
Manuel Feil,RM,29,67,53,81,66,75,41,68
Hugo Fernández,LM,26,67,80,69,70,75,51,51
Guillermo,ST,31,67,72,81,63,71,70,66
Matias Fernandez-Pardo,CAM,19,67,71,62,71,79,52,67
Gianluca Ferrari,CB,27,67,71,84,70,70,78,61
Rodi Ferreira,RB,26,67,85,75,52,81,57,62
Miguel Sousa,CAM,25,67,64,56,71,65,46,66
Rafael Nel,ST,19,67,76,72,62,78,64,58
Salva Ferrer,RB,26,67,63,67,59,71,72,61
Kolbeinn Birgir Finnsson,LB,25,67,77,73,62,74,69,65
Aden Flint,CB,35,67,36,67,54,34,88,64
Eduard Florescu,RM,27,67,70,88,68,68,58,65
José Fontán,CB,24,67,60,60,70,64,59,64
Alessandro Fontanarosa,CB,21,67,72,50,69,78,66,60
Iver Fossum,CM,28,67,67,91,65,69,70,66
Abu Francis,CM,23,67,74,61,68,72,69,66
Juan José Franco,RB,32,67,63,70,64,67,57,63
Lukas Fridrikas,ST,26,67,76,79,63,75,65,61
Nils Fröling,LM,24,67,91,85,61,74,77,65
Aldair Fuentes,CDM,26,67,51,73,65,61,87,63
Michael Fuentes Vadulli,LM,26,67,79,76,63,76,62,59
Joel Chima Fujita,CDM,22,67,60,67,70,76,66,59
Anton Gaaei,RB,21,67,84,85,58,82,59,58
Munashe Garananga,CB,23,67,67,60,64,61,76,62
Mender García,ST,25,67,82,73,52,79,76,60
Jon García,CB,33,67,67,66,65,69,65,75
Anselmo García MacNulty,CB,21,67,69,70,62,68,73,56
Víctor García,LB,30,67,69,74,64,72,62,61
Luis Garro,RB,28,67,73,65,60,71,66,62
Yarek,CB,19,67,68,70,61,66,63,59
Christian Gebauer,RM,30,67,75,80,62,84,75,66
Andreas Geipl,CDM,32,67,54,77,64,71,65,66
Fabio Gerli,CM,27,67,65,84,72,59,51,68
Krystian Getinger,LB,36,67,73,73,61,75,70,63
Virgil Ghiță,CB,26,67,54,78,53,53,76,65
Armin Gigović,CM,22,67,71,75,70,69,71,66
Dylan Glaby,CDM,28,67,59,77,77,55,66,54
Ettore Gliozzi,ST,28,67,61,63,55,54,78,70
Matt Godden,ST,33,67,42,68,63,53,70,68
Matías Godoy,LW,22,67,72,69,66,75,65,64
Vítor Gomes,CM,36,67,44,50,71,41,75,65
Marcos Gómez,CM,22,67,74,74,71,71,61,65
Johan Arath Gómez,ST,23,67,83,85,64,84,66,65
Luciano Gómez,RB,28,67,81,74,64,78,59,65
Donatien Gomis,CB,29,67,60,70,59,54,83,48
Julio González,RB,32,67,65,76,61,63,70,61
Diego González,LW,21,67,57,46,70,73,33,58
Yeison Gordillo,CDM,32,67,54,76,66,53,77,64
Alexander Gorgon,CAM,35,67,66,74,70,67,71,67
Pablo Gozálbez,CAM,23,67,54,55,70,63,45,62
Jaume Grau,CM,27,67,66,76,69,62,71,66
Ján Greguš,CDM,33,67,63,73,70,60,70,63
Leo Greiml,CB,23,67,51,49,65,54,76,65
Joel Grodowski,ST,26,67,84,78,62,88,75,66
Jeppe Grønning,CDM,33,67,34,87,65,34,76,67
Gheorghe Grozav,LM,33,67,75,75,65,77,66,62
Jan Grzesik,RB,29,67,75,82,63,80,61,66
Juan Cruz Guasone,CB,23,67,52,63,51,56,94,64
Lamine Gueye,RM,26,67,77,68,65,76,67,62
Pape Habib Gueye,ST,24,67,77,71,57,78,78,65
Lukas Gugganig,CB,29,67,40,70,57,42,85,64
Daouda Guindo,LB,21,67,84,76,61,83,61,60
Marc Guiu,ST,18,67,54,54,60,54,75,60
Tobias Gulliksen,LW,21,67,78,78,66,78,46,61
Ahmet Gürleyen,CB,25,67,88,64,54,53,91,52
Brian Gutiérrez,LM,21,67,67,64,67,68,57,63
Vladislavs Gutkovskis,ST,29,67,76,71,64,75,86,57
Andrew Gutman,LB,27,67,79,68,63,80,71,62
Maxwell Gyamfi,CB,24,67,94,80,58,76,79,60
Bright Gyamfi,RB,28,67,85,79,65,84,70,60
Anis Hadj-Moussa,RW,22,67,74,66,63,76,55,67
Albian Hajdari,CB,21,67,55,61,65,62,80,58
Pierre-Yves Hamel,ST,30,67,43,66,64,55,72,68
Vito Hammershøy-Mistrati,CAM,32,67,57,86,67,66,62,65
Mads Hansen,RW,22,67,76,67,59,74,65,62
Mattes Hansen,CDM,20,67,56,69,70,65,67,63
Daniel Hanslik,ST,27,67,56,81,65,72,74,67
Wes Harding,CB,27,67,73,83,63,65,80,65
Marcus Harness,LM,28,67,85,70,63,85,58,60
Nathan Harriel,RB,23,67,78,75,58,77,77,60
Mark Harris,ST,25,67,84,80,64,84,66,68
Ali Hazazi,CDM,30,67,63,77,70,63,71,61
Nicklas Helenius,ST,33,67,67,70,63,55,85,65
Patrik Hellebrand,CAM,25,67,71,70,67,70,61,64
Ramon Hendriks,CB,23,67,87,66,66,74,72,61
Jorge Henríquez,CM,30,67,67,77,72,68,72,60
Hjörtur Hermannsson,CB,29,67,39,81,63,46,84,61
Javi Hernández,CAM,35,67,59,69,67,64,71,60
Julian Hettwer,RM,21,67,89,73,62,92,54,61
Jannis Heuer,CB,25,67,75,61,64,58,80,66
Lucas Hey,CB,21,67,63,57,68,60,69,68
Daan Heymans,CAM,25,67,55,72,70,43,70,71
Kyle Hiebert,CB,27,67,66,71,60,66,78,66
Stefan Hierländer,CM,33,67,67,73,69,67,68,67
Jonathan Hogg,CDM,35,67,38,76,65,53,72,63
Malthe Højholt,CDM,23,67,64,74,68,63,66,68
Santiago Homenchenko,CM,21,67,73,87,70,73,73,69
Hong Jeong Ho,CB,35,67,69,65,62,72,87,56
Matthew Hoppe,ST,23,67,74,54,60,74,62,70
Andi Hoti,CB,21,67,68,60,60,55,80,66
Jordan Houghton,CDM,28,67,53,79,67,64,76,62
Lyes Houri,CAM,28,67,70,70,67,71,32,64
Florian Hübner,CB,33,67,30,47,50,29,78,61
Charlie Hughes,CB,20,67,59,75,65,62,65,66
Jordan Hugill,ST,32,67,61,69,63,62,82,63
Deniz Hümmet,ST,28,67,64,77,62,62,84,62
Joseph Hungbo,RM,24,67,73,67,63,80,62,55
Bilal Hussein,CM,24,67,60,79,67,70,63,65
Dominic Iankov,CAM,24,67,64,63,72,68,48,69
Hiroshi Ibusuki,ST,33,67,32,59,64,35,87,70
Michael Ihiekwe,CB,31,67,63,70,55,53,84,65
André Luiz,ST,22,67,80,71,56,77,62,67
Juan Infante,LB,28,67,70,53,74,73,64,66
Svante Ingelsson,CAM,26,67,73,88,70,73,75,65
Zeidane Inoussa,LW,22,67,83,74,60,82,64,61
Dominic Iorfa,CB,29,67,85,54,60,70,88,60
Elián Irala,CDM,20,67,73,71,69,70,54,65
Galego,LW,27,67,88,69,56,87,59,61
Dino Islamović,ST,30,67,54,69,63,53,81,64
Tatsuya Itō,LW,27,67,59,68,62,88,29,63
Tim Jabol-Folcarelli,CM,24,67,66,81,70,65,70,65
Jamie Jacobs,CM,26,67,65,82,69,69,60,65
Thore Jacobsen,CDM,27,67,60,77,70,66,68,64
Miguel Jacquet,CB,29,67,60,61,61,60,80,64
Alexander Jallow,RB,26,67,82,83,60,81,66,67
Timotej Jambor,ST,21,67,79,70,60,73,73,66
Isak Jansson,LM,22,67,81,83,63,82,63,61
Florian Jaritz,LM,26,67,69,74,67,70,67,62
Richard Jensen,CB,28,67,49,74,62,58,75,67
Ulrik Yttergård Jenssen,CB,28,67,52,69,68,54,78,66
Ruben Yttergård Jenssen,CDM,36,67,54,81,67,57,73,68
Jeong Tae Wook,CB,27,67,59,67,53,36,89,56
Jeong Woon,CB,35,67,75,74,63,76,75,64
Alberto Jiménez,CB,31,67,54,80,67,50,91,61
Jo Jin Woo,CB,24,67,62,62,52,59,82,56
Piotr Johansson,RB,29,67,84,90,57,79,79,60
George Johnston,CB,26,67,62,70,62,66,77,66
Kasper Jørgensen,RB,24,67,78,83,60,79,73,62
Branko Jovičić,CDM,31,67,67,78,66,65,64,68
Ju Se Jong,CDM,33,67,54,79,71,54,67,68
Markus Kaasa,CM,27,67,69,81,67,73,62,65
Sory Kaba,ST,29,67,53,70,61,53,90,67
Yusuf Kabadayi,RM,20,67,89,70,60,84,60,63
Damian Kądzior,RM,32,67,90,78,62,90,60,60
Eric Kahl,LB,22,67,85,73,62,85,70,62
Tobias Kainz,CDM,31,67,70,87,65,72,65,65
Benjamin Källman,ST,26,67,79,79,56,80,82,58
Yayah Kallon,RW,23,67,81,80,62,83,58,64
Dijon Kameri,CAM,20,67,73,64,65,76,65,58
Claudio Kammerknecht,RB,25,67,60,81,64,64,79,66
Ali Karimi,CM,30,67,54,69,70,64,74,68
Ahmed Kashi,CDM,35,67,42,72,70,58,71,63
David Kasumu,CDM,24,67,75,79,66,79,76,65
Fabio Kaufmann,CAM,32,67,72,86,66,82,64,69
Oluwatosin Kehinde,RM,26,67,84,68,65,82,62,61
Matty Kennedy,LM,29,67,83,66,60,87,60,53
Scott Kennedy,CB,27,67,76,69,60,83,83,63
David Kiki,LB,30,67,79,83,62,75,72,59
Guy-Marcelin Kilama,CB,25,67,74,86,65,75,74,54
Kim Ju Sung,CB,23,67,71,60,61,75,80,62
Kim Bo Sub,RW,26,67,86,84,57,86,68,57
Mikkel Kirkeskov,LB,33,67,64,67,68,72,73,61
Arda Kızıldağ,CB,25,67,69,65,61,54,69,53
Pascal Klemens,CDM,19,67,62,73,67,59,73,62
Philipp Klement,CAM,32,67,60,54,69,60,45,67
Stefan Knežević,CB,27,67,43,72,64,41,75,66
Harvey Knibbs,CAM,25,67,73,87,65,74,74,70
Mats Knoester,CB,25,67,65,78,69,61,83,63
Christoph Kobald,CB,27,67,64,57,68,68,72,61
Elvir Koljić,ST,29,67,53,60,60,56,81,64
Cheick Oumar Konaté,RB,20,67,53,57,63,69,43,66
David Kopacz,RM,25,67,73,82,68,76,55,58
Josh Koroma,LM,25,67,81,72,60,84,66,63
Ilias Kostis,CB,21,67,61,54,57,58,82,65
Xavier Kouassi,CB,34,67,56,81,65,63,74,65
Christos Kourfalidis,CM,21,67,66,76,70,76,57,65
Adnan Kovačević,CB,31,67,51,72,57,53,80,61
İsmail Köybaşı,LB,35,67,69,67,68,73,60,63
Samuel Kozlovský,LB,24,67,69,69,62,71,61,68
Luka Krajnc,CB,29,67,67,67,65,66,82,61
Robin Krauße,CDM,30,67,60,82,64,66,70,65
Thaer Krouma,CB,34,67,55,65,51,42,77,59
Mirlind Kryeziu,CB,27,67,33,59,62,35,92,62
Jarosław Kubicki,CDM,29,67,71,85,67,71,70,65
Christian Kühlwetter,ST,28,67,63,71,65,72,72,66
Dawid Kurminowski,ST,25,67,84,75,58,81,78,60
Rafał Kurzawa,CDM,31,67,52,72,71,49,62,68
Stefan Kutschke,ST,35,67,62,68,56,34,93,68
Ahmed Kutucu,ST,24,67,70,63,63,77,71,63
Antonino La Gumina,ST,28,67,74,66,64,76,73,66
Francisco La Mantía,CB,28,67,69,71,66,61,71,62
Gustaf Lagerbielke,CB,24,67,56,53,67,50,73,65
Lazaros Lamprou,LM,26,67,83,75,60,80,57,63
Paddy Lane,LM,23,67,75,76,63,77,46,62
Christoph Lang,RM,22,67,74,58,67,72,64,60
Callum Lang,CAM,26,67,79,72,64,82,62,65
Macaulay Langstaff,ST,27,67,80,90,58,83,65,66
Ionuț Larie,CB,37,67,41,53,66,34,85,63
Nikolai Laursen,RM,26,67,74,42,67,73,68,65
Yusuf Lawal,RM,26,67,81,71,63,82,61,65
Jordan Lawrence-Gabriel,RB,25,67,83,73,58,81,64,62
Mickaël Le Bihan,ST,34,67,41,68,62,57,80,68
Randall Leal,CAM,27,67,70,75,67,73,40,65
Ben Lederman,CM,24,67,73,74,72,79,63,67
Richard Ledezma,CAM,24,67,62,60,69,75,41,60
Lee Geon Hee,ST,26,67,72,75,45,67,79,65
Lee Soo Bin,CDM,24,67,56,70,71,58,65,69
Elliot Lee,CM,29,67,67,82,67,67,63,66
Lee Ho Jae,ST,23,67,37,60,52,39,88,62
Clint Leemans,CM,28,67,49,69,69,56,75,62
Mateusz Łęgowski,CDM,21,67,71,76,72,72,67,63
José Leguizamón,CB,33,67,68,60,59,62,79,61
Brian Leizza,CB,24,67,55,64,58,62,69,63
Julian Lelieveld,RB,26,67,51,74,68,67,64,61
Jakob Lewald,CB,25,67,66,67,56,54,83,65
Li Shuai,LB,29,67,82,80,61,81,71,60
Nick Lima,RB,29,67,81,77,63,77,71,67
Alexander Lind,ST,22,67,75,70,57,73,76,61
Evert Linthorst,CDM,24,67,55,81,67,67,76,66
Liu Binbin,RM,31,67,82,70,63,82,58,59
Mihai Lixandru,CDM,23,67,75,62,68,72,68,67
Ivan Ljubić,CM,28,67,58,69,69,62,78,69
Felix Lohkemper,ST,29,67,72,38,65,78,59,60
Juan Lojas,CB,35,67,58,70,49,57,81,62
Ryan Longman,LM,23,67,81,77,61,75,70,64
Matthew Longstaff,CM,24,67,63,60,68,69,58,67
Noah Loosli,CB,27,67,61,69,58,68,81,56
Roberto Lopes,CB,32,67,51,71,55,54,80,65
Elías López,RB,24,67,83,82,62,83,67,56
Mario López Quintana,CB,28,67,65,66,52,52,83,59
Álex López,CDM,36,67,55,65,71,63,69,68
Simon Lorenz,CB,27,67,62,75,62,72,80,49
Dylan Louiserre,CDM,29,67,63,84,68,67,64,67
Felix Luckeneder,CB,30,67,38,69,54,39,82,66
Anderson Lucoqui,LB,27,67,72,67,62,78,66,63
Karlo Lulić,CM,28,67,59,70,71,59,73,66
Adam Lundqvist,LB,30,67,66,76,62,69,48,64
Ramon Pascal Lundqvist,CAM,27,67,63,71,68,69,63,64
Salem M'Bakata,RB,26,67,83,78,62,84,72,58
Youssouf M'Changama,CM,34,67,74,77,68,71,67,62
Jack MacKenzie,LB,24,67,76,80,58,69,71,58
Daniel Maderner,ST,28,67,68,71,67,67,90,62
Ignacio Maestro Puch,ST,21,67,66,56,59,69,76,63
Paris Maghoma,CM,23,67,62,72,68,71,66,67
Raffaele Maiello,CM,33,67,60,80,69,79,63,68
Mattia Maita,CM,30,67,77,73,72,69,68,71
Charalambos Makridis,LM,28,67,90,64,65,83,59,62
Denil Maldonado,CB,26,67,65,68,63,58,78,65
Camora,LB,37,67,69,80,66,60,67,61
Kristiyan Malinov,CDM,30,67,55,79,63,69,71,61
Maurice Malone,ST,24,67,75,67,65,77,77,62
Mark Mampassi,CB,21,67,68,64,62,67,73,65
Alberto Marí,ST,23,67,66,61,65,62,66,61
Marius Marin,CM,26,67,74,84,73,76,65,66
Higinio,ST,30,67,65,35,67,63,72,64
Jovan Marković,ST,23,67,75,68,57,76,77,62
Gonzalo Maroni,CAM,25,67,62,54,68,73,56,64
Artur Jorge,CB,30,67,47,54,60,54,77,67
Rodrigo Márquez,LM,22,67,72,59,63,79,54,65
Luca Marseiler,ST,27,67,83,74,65,84,57,70
Félix,CB,20,67,64,61,66,64,72,66
Ramón Martínez,CDM,28,67,67,68,68,54,82,69
Alonso Martínez,RM,25,67,73,58,62,72,51,60
Gabri Martínez,RM,21,67,81,55,65,82,59,60
Henrique Pereira,LW,22,67,77,59,52,80,52,69
Diogo Travassos,RB,20,67,82,72,62,84,61,59
Lucas Masoero,CB,29,67,62,68,61,62,78,66
Roberto Massimo,RM,23,67,79,66,63,85,63,58
Ibrahim Maza,CAM,18,67,72,60,67,73,62,63
Nolan Mbemba,CM,29,67,69,72,70,63,73,66
Amadou Mbengue,CB,22,67,82,65,56,79,70,64
Hianga'a Mbock,CDM,24,67,49,65,70,66,74,62
Moustapha Mbow,CB,24,67,68,72,56,63,82,62
Ross McCausland,RM,21,67,83,51,66,76,36,62
James McClean,LB,35,67,66,81,65,62,71,67
Marcus McGuane,CDM,25,67,75,83,69,83,69,66
Duncan McGuire,ST,23,67,65,65,53,64,76,69
Carl McHugh,CDM,31,67,34,86,65,55,76,60
Shaun McWilliams,CDM,26,67,78,74,66,70,78,64
Agus Medina,CM,30,67,68,90,67,71,74,68
Nayel Mehssatou,RB,22,67,69,73,65,80,40,65
Matteo Meisl,CB,23,67,61,68,57,61,78,69
Marcos Mejía,RM,26,67,73,68,67,73,55,55
Anzor Mekvabishvili,CDM,23,67,72,68,69,69,59,65
Arial Mendy,LB,29,67,77,73,63,75,71,59
Jonathan Mensah,CB,34,67,62,75,69,57,84,65
Francisco Mera,CM,32,67,65,71,69,66,70,71
Umut Meraş,LB,28,67,74,75,65,74,68,62
Juan Mercado,CDM,27,67,70,88,64,67,63,68
Andrea Meroni,CB,27,67,51,72,50,43,78,64
Nicolás Messiniti,ST,28,67,64,67,62,73,74,66
Daniele Mignanelli,LB,31,67,87,87,61,74,58,65
Beka Mikeltadze,ST,26,67,75,77,64,77,72,68
Nicolas Milanović,LM,22,67,77,87,61,75,68,60
Lewis Miller,RB,24,67,70,74,63,62,73,64
Alexander Milošević,CB,32,67,52,65,62,44,83,67
David Min,ST,25,67,80,75,62,77,78,60
Novatus Miroshi,LB,22,67,75,74,67,72,72,63
Shunsuke Mito,RM,21,67,81,78,63,85,45,56
Sascha Mockenhaupt,CB,33,67,84,71,57,80,83,66
Manu Molina,CDM,32,67,55,70,72,63,58,67
Clemente Montes,LM,23,67,82,68,65,76,62,64
Iván Morales,ST,25,67,62,69,62,66,87,58
Lucas Morales,RB,24,67,84,83,48,71,73,63
Andrew Moran,CAM,20,67,74,66,69,77,55,59
Martim Fernandes,RB,18,67,72,66,63,73,53,68
Stefano Moreyra,CDM,23,67,63,68,67,68,60,61
Edwin Mosquera,RM,23,67,84,68,60,82,68,60
El Mehdi Moubarik,CDM,23,67,67,83,66,73,67,60
Owen Moxon,CM,26,67,67,88,66,65,72,65
Chris Mueller,LM,28,67,82,66,66,80,68,63
Joaquín,RM,25,67,81,63,60,83,61,61
Carlos Isaac,RB,26,67,74,71,61,73,75,64
Jorge Murrugarra,CDM,27,67,57,66,71,60,68,62
Anthony Musaba,RM,23,67,87,65,59,84,70,64
Ivan Näsberg,CB,28,67,68,69,63,62,79,62
Gerrit Nauber,CB,32,67,45,55,60,43,77,61
David Nemeth,CB,23,67,56,67,57,50,90,62
Nathan Ngoy,CB,21,67,80,66,60,76,79,64
Julien Ngoy,ST,26,67,90,77,58,75,81,66
Jona Niemiec,ST,22,67,90,71,63,82,78,59
Jannis Nikolaou,CDM,31,67,51,72,66,60,75,63
Branislav Niňaj,CB,30,67,50,71,57,38,86,59
